日時,ログオン ユーザー名,種類,詳細 2,防止・禁止
2026-06-01 17:43:00,user007,Web アクセス監視,https://www.google.com/search,
2026-06-01 17:44:00,user007,Web アクセス監視,https://intranet.local/portal,
2026-06-01 17:28:00,user007,Web アクセス監視,https://chatgpt.com/chat,
2026-06-01 14:40:00,user007,Web アクセス監視,https://intranet.local/portal,
2026-06-01 12:24:00,user008,Web アクセス監視,https://amazon.co.jp/item,
2026-06-01 10:30:00,user008,Web アクセス監視,https://chatgpt.com/chat,
2026-06-01 08:09:00,user008,Web アクセス監視,https://amazon.co.jp/item,
2026-06-01 09:36:00,user008,Web アクセス監視,https://amazon.co.jp/item,
2026-06-01 11:44:00,user008,Web アクセス監視,https://x.com/post,
2026-06-01 18:25:00,user009,Web アクセス監視,https://amazon.co.jp/item,
2026-06-01 14:44:00,user009,Web アクセス監視,https://x.com/post,
2026-06-01 13:17:00,user009,Web アクセス監視,https://chatgpt.com/chat,
2026-06-01 12:09:00,user009,Web アクセス監視,https://chatgpt.com/chat,
2026-06-01 15:58:00,user009,Web アクセス監視,https://x.com/post,
2026-06-01 18:53:00,user009,Web アクセス監視,https://gigafile.nu/abc,
2026-06-01 16:32:00,user010,Web アクセス監視,https://amazon.co.jp/item,
2026-06-01 13:53:00,user010,Web アクセス監視,https://www.google.com/search,
2026-06-01 16:10:00,user010,Web アクセス監視,https://gigafile.nu/abc,
2026-06-01 09:54:00,user010,Web アクセス監視,https://www.google.com/search,
2026-06-01 08:43:00,user010,Web アクセス監視,https://intranet.local/portal,
2026-06-01 14:16:00,user011,Web アクセス監視,https://amazon.co.jp/item,
2026-06-01 17:21:00,user011,Web アクセス監視,https://amazon.co.jp/item,
2026-06-01 15:53:00,user011,Web アクセス監視,https://youtube.com/watch,
2026-06-01 14:16:00,user012,Web アクセス監視,https://www.google.com/search,
2026-06-01 17:23:00,user012,Web アクセス監視,https://amazon.co.jp/item,
2026-06-01 15:05:00,user013,Web アクセス監視,https://www.google.com/search,
2026-06-01 08:19:00,user013,Web アクセス監視,https://chatgpt.com/chat,
2026-06-01 15:36:00,user013,Web アクセス監視,https://intranet.local/portal,
2026-06-01 11:08:00,user013,Web アクセス監視,https://x.com/post,
2026-06-01 16:10:00,user013,Web アクセス監視,https://youtube.com/watch,
2026-06-01 11:58:00,user014,Web アクセス監視,https://amazon.co.jp/item,
2026-06-01 08:08:00,user014,Web アクセス監視,https://www.google.com/search,
2026-06-01 11:07:00,user014,Web アクセス監視,https://intranet.local/portal,
2026-06-01 08:18:00,user014,Web アクセス監視,https://intranet.local/portal,
2026-06-01 17:37:00,user014,Web アクセス監視,https://x.com/post,
2026-06-01 15:34:00,user015,Web アクセス監視,https://youtube.com/watch,
2026-06-01 14:53:00,user015,Web アクセス監視,https://youtube.com/watch,
2026-06-01 16:55:00,user015,Web アクセス監視,https://x.com/post,
2026-06-01 14:18:00,user015,Web アクセス監視,https://gigafile.nu/abc,
2026-06-02 14:08:00,user001,Web アクセス監視,https://amazon.co.jp/item,
2026-06-02 13:42:00,user001,Web アクセス監視,https://drive.google.com/file,
2026-06-02 17:04:00,user001,Web アクセス監視,https://drive.google.com/file,
2026-06-02 08:03:00,user001,Web アクセス監視,https://gigafile.nu/abc,
2026-06-02 15:16:00,user001,Web アクセス監視,https://youtube.com/watch,
2026-06-02 09:23:00,user001,Web アクセス監視,https://gigafile.nu/abc,
2026-06-02 12:39:00,user002,Web アクセス監視,https://drive.google.com/file,
2026-06-02 16:21:00,user002,Web アクセス監視,https://intranet.local/portal,
2026-06-02 13:57:00,user002,Web アクセス監視,https://intranet.local/portal,
2026-06-02 11:43:00,user002,Web アクセス監視,https://intranet.local/portal,
2026-06-02 12:12:00,user002,Web アクセス監視,https://youtube.com/watch,
2026-06-02 18:43:00,user002,Web アクセス監視,https://youtube.com/watch,
2026-06-02 13:00:00,user002,デバイス制御監視,,禁止
2026-06-02 11:05:00,user003,Web アクセス監視,https://www.google.com/search,
2026-06-02 13:37:00,user003,Web アクセス監視,https://x.com/post,
2026-06-02 15:56:00,user003,Web アクセス監視,https://x.com/post,
2026-06-02 14:44:00,user003,Web アクセス監視,https://gigafile.nu/abc,
2026-06-02 12:04:00,user004,Web アクセス監視,https://www.google.com/search,
2026-06-02 10:55:00,user004,Web アクセス監視,https://amazon.co.jp/item,
2026-06-02 15:28:00,user005,Web アクセス監視,https://chatgpt.com/chat,
2026-06-02 12:11:00,user005,Web アクセス監視,https://drive.google.com/file,
2026-06-02 18:51:00,user005,Web アクセス監視,https://intranet.local/portal,
2026-06-02 17:25:00,user005,Web アクセス監視,https://chatgpt.com/chat,
2026-06-02 12:44:00,user005,Web アクセス監視,https://drive.google.com/file,
2026-06-02 10:32:00,user005,Web アクセス監視,https://gigafile.nu/abc,
2026-06-02 09:07:00,user006,Web アクセス監視,https://chatgpt.com/chat,
2026-06-02 17:50:00,user006,Web アクセス監視,https://amazon.co.jp/item,
2026-06-02 13:44:00,user006,Web アクセス監視,https://chatgpt.com/chat,
2026-06-02 16:54:00,user006,Web アクセス監視,https://intranet.local/portal,
2026-06-02 14:02:00,user006,Web アクセス監視,https://gigafile.nu/abc,
2026-06-02 18:59:00,user006,Web アクセス監視,https://drive.google.com/file,
2026-06-02 13:09:00,user007,Web アクセス監視,https://youtube.com/watch,
2026-06-02 17:22:00,user007,Web アクセス監視,https://drive.google.com/file,
2026-06-02 18:14:00,user007,Web アクセス監視,https://drive.google.com/file,
2026-06-02 15:50:00,user007,Web アクセス監視,https://youtube.com/watch,
2026-06-02 11:16:00,user007,Web アクセス監視,https://gigafile.nu/abc,
2026-06-02 09:11:00,user008,Web アクセス監視,https://drive.google.com/file,
2026-06-02 12:27:00,user008,Web アクセス監視,https://intranet.local/portal,
2026-06-02 08:23:00,user008,Web アクセス監視,https://youtube.com/watch,
2026-06-02 16:17:00,user008,Web アクセス監視,https://chatgpt.com/chat,
2026-06-02 16:57:00,user009,Web アクセス監視,https://www.google.com/search,
2026-06-02 08:11:00,user009,Web アクセス監視,https://www.google.com/search,
2026-06-02 16:20:00,user009,Web アクセス監視,https://x.com/post,
2026-06-02 11:44:00,user010,Web アクセス監視,https://gigafile.nu/abc,
2026-06-02 09:12:00,user010,Web アクセス監視,https://amazon.co.jp/item,
2026-06-02 18:59:00,user010,Web アクセス監視,https://gigafile.nu/abc,
2026-06-02 18:27:00,user010,Web アクセス監視,https://amazon.co.jp/item,
2026-06-02 09:09:00,user010,Web アクセス監視,https://chatgpt.com/chat,
2026-06-02 08:37:00,user010,Web アクセス監視,https://gigafile.nu/abc,
2026-06-02 17:46:00,user011,Web アクセス監視,https://drive.google.com/file,
2026-06-02 13:31:00,user011,Web アクセス監視,https://drive.google.com/file,
2026-06-02 14:22:00,user011,Web アクセス監視,https://chatgpt.com/chat,
2026-06-02 16:56:00,user012,Web アクセス監視,https://youtube.com/watch,
2026-06-02 18:33:00,user012,Web アクセス監視,https://drive.google.com/file,
2026-06-02 18:07:00,user013,Web アクセス監視,https://youtube.com/watch,
2026-06-02 08:48:00,user013,Web アクセス監視,https://gigafile.nu/abc,
2026-06-02 13:37:00,user013,Web アクセス監視,https://x.com/post,
2026-06-02 16:10:00,user013,Web アクセス監視,https://drive.google.com/file,
2026-06-02 12:57:00,user013,Web アクセス監視,https://intranet.local/portal,
2026-06-02 10:28:00,user013,Web アクセス監視,https://chatgpt.com/chat,
2026-06-02 16:19:00,user014,Web アクセス監視,https://x.com/post,
2026-06-02 08:07:00,user014,Web アクセス監視,https://x.com/post,
2026-06-02 15:23:00,user014,Web アクセス監視,https://amazon.co.jp/item,
2026-06-02 15:52:00,user014,Web アクセス監視,https://gigafile.nu/abc,
2026-06-02 11:02:00,user014,Web アクセス監視,https://drive.google.com/file,
2026-06-02 18:16:00,user014,Web アクセス監視,https://gigafile.nu/abc,
2026-06-02 11:44:00,user015,Web アクセス監視,https://youtube.com/watch,
2026-06-02 15:36:00,user015,Web アクセス監視,https://youtube.com/watch,
2026-06-02 12:42:00,user015,Web アクセス監視,https://www.google.com/search,
2026-06-02 08:35:00,user015,Web アクセス監視,https://gigafile.nu/abc,
2026-06-03 15:49:00,user001,Web アクセス監視,https://drive.google.com/file,
2026-06-03 16:20:00,user001,Web アクセス監視,https://intranet.local/portal,
2026-06-03 17:30:00,user001,Web アクセス監視,https://drive.google.com/file,
2026-06-03 17:09:00,user001,Web アクセス監視,https://intranet.local/portal,
2026-06-03 17:02:00,user001,Web アクセス監視,https://x.com/post,
2026-06-03 15:05:00,user001,Web アクセス監視,https://amazon.co.jp/item,
2026-06-03 12:41:00,user002,Web アクセス監視,https://amazon.co.jp/item,
2026-06-03 16:57:00,user002,Web アクセス監視,https://x.com/post,
2026-06-03 08:19:00,user002,Web アクセス監視,https://intranet.local/portal,
2026-06-03 08:50:00,user002,Web アクセス監視,https://chatgpt.com/chat,
2026-06-03 11:11:00,user002,Web アクセス監視,https://chatgpt.com/chat,
2026-06-03 13:59:00,user003,Web アクセス監視,https://amazon.co.jp/item,
2026-06-03 08:39:00,user003,Web アクセス監視,https://gigafile.nu/abc,
2026-06-03 09:29:00,user003,Web アクセス監視,https://gigafile.nu/abc,
2026-06-03 14:15:00,user003,Web アクセス監視,https://chatgpt.com/chat,
2026-06-03 12:09:00,user003,Web アクセス監視,https://chatgpt.com/chat,
2026-06-03 13:23:00,user003,Web アクセス監視,https://amazon.co.jp/item,
2026-06-03 13:25:00,user004,Web アクセス監視,https://www.google.com/search,
2026-06-03 12:06:00,user004,Web アクセス監視,https://drive.google.com/file,
2026-06-03 17:30:00,user004,Web アクセス監視,https://www.google.com/search,
2026-06-03 13:11:00,user004,Web アクセス監視,https://intranet.local/portal,
2026-06-03 16:26:00,user004,Web アクセス監視,https://chatgpt.com/chat,
2026-06-03 13:55:00,user004,Web アクセス監視,https://amazon.co.jp/item,
2026-06-03 12:11:00,user005,Web アクセス監視,https://youtube.com/watch,
2026-06-03 09:13:00,user005,Web アクセス監視,https://gigafile.nu/abc,
2026-06-03 12:59:00,user005,Web アクセス監視,https://drive.google.com/file,
2026-06-03 16:44:00,user006,Web アクセス監視,https://chatgpt.com/chat,
2026-06-03 15:18:00,user006,Web アクセス監視,https://intranet.local/portal,
2026-06-03 16:15:00,user007,Web アクセス監視,https://drive.google.com/file,
2026-06-03 13:29:00,user007,Web アクセス監視,https://intranet.local/portal,
2026-06-03 12:24:00,user007,Web アクセス監視,https://amazon.co.jp/item,
2026-06-03 08:07:00,user007,Web アクセス監視,https://drive.google.com/file,
2026-06-03 13:02:00,user007,Web アクセス監視,https://gigafile.nu/abc,
2026-06-03 15:50:00,user008,Web アクセス監視,https://drive.google.com/file,
2026-06-03 11:05:00,user008,Web アクセス監視,https://chatgpt.com/chat,
2026-06-03 17:10:00,user008,Web アクセス監視,https://gigafile.nu/abc,
2026-06-03 10:49:00,user008,Web アクセス監視,https://chatgpt.com/chat,
2026-06-03 12:03:00,user008,Web アクセス監視,https://www.google.com/search,
2026-06-03 15:11:00,user009,Web アクセス監視,https://amazon.co.jp/item,
2026-06-03 11:06:00,user009,Web アクセス監視,https://x.com/post,
2026-06-03 18:09:00,user009,Web アクセス監視,https://x.com/post,
2026-06-03 17:48:00,user009,Web アクセス監視,https://intranet.local/portal,
2026-06-03 16:43:00,user009,Web アクセス監視,https://gigafile.nu/abc,
2026-06-03 08:41:00,user009,Web アクセス監視,https://youtube.com/watch,
2026-06-03 08:18:00,user010,Web アクセス監視,https://drive.google.com/file,
2026-06-03 12:00:00,user010,Web アクセス監視,https://intranet.local/portal,
2026-06-03 08:59:00,user010,Web アクセス監視,https://x.com/post,
2026-06-03 15:10:00,user011,Web アクセス監視,https://chatgpt.com/chat,
2026-06-03 16:23:00,user011,Web アクセス監視,https://gigafile.nu/abc,
2026-06-03 17:11:00,user012,Web アクセス監視,https://chatgpt.com/chat,
2026-06-03 10:45:00,user012,Web アクセス監視,https://intranet.local/portal,
2026-06-03 13:00:00,user012,デバイス制御監視,,禁止
2026-06-03 15:11:00,user013,Web アクセス監視,https://amazon.co.jp/item,
2026-06-03 15:36:00,user013,Web アクセス監視,https://drive.google.com/file,
2026-06-03 15:22:00,user013,Web アクセス監視,https://amazon.co.jp/item,
2026-06-03 08:07:00,user013,Web アクセス監視,https://x.com/post,
2026-06-03 12:29:00,user014,Web アクセス監視,https://intranet.local/portal,
2026-06-03 16:25:00,user014,Web アクセス監視,https://gigafile.nu/abc,
2026-06-03 09:03:00,user014,Web アクセス監視,https://intranet.local/portal,
2026-06-03 10:26:00,user014,Web アクセス監視,https://intranet.local/portal,
2026-06-03 14:36:00,user014,Web アクセス監視,https://amazon.co.jp/item,
2026-06-03 09:06:00,user015,Web アクセス監視,https://x.com/post,
2026-06-03 11:50:00,user015,Web アクセス監視,https://amazon.co.jp/item,
2026-06-03 09:13:00,user015,Web アクセス監視,https://intranet.local/portal,
2026-06-03 12:33:00,user015,Web アクセス監視,https://drive.google.com/file,
2026-06-04 11:23:00,user001,Web アクセス監視,https://drive.google.com/file,
2026-06-04 11:35:00,user001,Web アクセス監視,https://gigafile.nu/abc,
2026-06-04 09:04:00,user001,Web アクセス監視,https://drive.google.com/file,
2026-06-04 13:04:00,user001,Web アクセス監視,https://intranet.local/portal,
2026-06-04 16:21:00,user001,Web アクセス監視,https://www.google.com/search,
2026-06-04 09:23:00,user002,Web アクセス監視,https://chatgpt.com/chat,
2026-06-04 11:05:00,user002,Web アクセス監視,https://drive.google.com/file,
2026-06-04 08:30:00,user003,Web アクセス監視,https://drive.google.com/file,
2026-06-04 18:33:00,user003,Web アクセス監視,https://youtube.com/watch,
2026-06-04 15:24:00,user003,Web アクセス監視,https://chatgpt.com/chat,
2026-06-04 10:00:00,user003,Web アクセス監視,https://youtube.com/watch,
2026-06-04 09:40:00,user004,Web アクセス監視,https://amazon.co.jp/item,
2026-06-04 14:02:00,user004,Web アクセス監視,https://drive.google.com/file,
2026-06-04 11:44:00,user004,Web アクセス監視,https://gigafile.nu/abc,
2026-06-04 16:20:00,user004,Web アクセス監視,https://x.com/post,
2026-06-04 18:37:00,user005,Web アクセス監視,https://gigafile.nu/abc,
2026-06-04 18:57:00,user005,Web アクセス監視,https://drive.google.com/file,
2026-06-04 15:16:00,user006,Web アクセス監視,https://x.com/post,
2026-06-04 14:28:00,user006,Web アクセス監視,https://youtube.com/watch,
2026-06-04 14:30:00,user006,Web アクセス監視,https://amazon.co.jp/item,
2026-06-04 12:05:00,user007,Web アクセス監視,https://x.com/post,
2026-06-04 17:17:00,user007,Web アクセス監視,https://drive.google.com/file,
2026-06-04 18:40:00,user008,Web アクセス監視,https://chatgpt.com/chat,
2026-06-04 18:06:00,user008,Web アクセス監視,https://x.com/post,
2026-06-04 15:38:00,user008,Web アクセス監視,https://www.google.com/search,
2026-06-04 18:51:00,user009,Web アクセス監視,https://x.com/post,
2026-06-04 08:35:00,user009,Web アクセス監視,https://drive.google.com/file,
2026-06-04 11:05:00,user009,Web アクセス監視,https://youtube.com/watch,
2026-06-04 13:42:00,user009,Web アクセス監視,https://chatgpt.com/chat,
2026-06-04 08:44:00,user009,Web アクセス監視,https://www.google.com/search,
2026-06-04 09:24:00,user009,Web アクセス監視,https://amazon.co.jp/item,
2026-06-04 11:23:00,user010,Web アクセス監視,https://intranet.local/portal,
2026-06-04 16:58:00,user010,Web アクセス監視,https://www.google.com/search,
2026-06-04 09:15:00,user010,Web アクセス監視,https://www.google.com/search,
2026-06-04 12:40:00,user011,Web アクセス監視,https://amazon.co.jp/item,
2026-06-04 12:53:00,user011,Web アクセス監視,https://x.com/post,
2026-06-04 17:23:00,user012,Web アクセス監視,https://gigafile.nu/abc,
2026-06-04 09:01:00,user012,Web アクセス監視,https://amazon.co.jp/item,
2026-06-04 14:25:00,user012,Web アクセス監視,https://gigafile.nu/abc,
2026-06-04 17:14:00,user013,Web アクセス監視,https://chatgpt.com/chat,
2026-06-04 12:48:00,user013,Web アクセス監視,https://chatgpt.com/chat,
2026-06-04 14:13:00,user013,Web アクセス監視,https://drive.google.com/file,
2026-06-04 10:18:00,user013,Web アクセス監視,https://gigafile.nu/abc,
2026-06-04 18:54:00,user013,Web アクセス監視,https://www.google.com/search,
2026-06-04 13:28:00,user014,Web アクセス監視,https://chatgpt.com/chat,
2026-06-04 18:53:00,user014,Web アクセス監視,https://youtube.com/watch,
2026-06-04 11:27:00,user014,Web アクセス監視,https://intranet.local/portal,
2026-06-04 16:40:00,user014,Web アクセス監視,https://intranet.local/portal,
2026-06-04 18:00:00,user014,Web アクセス監視,https://x.com/post,
2026-06-04 09:14:00,user015,Web アクセス監視,https://amazon.co.jp/item,
2026-06-04 10:44:00,user015,Web アクセス監視,https://chatgpt.com/chat,
2026-06-04 10:01:00,user015,Web アクセス監視,https://drive.google.com/file,
2026-06-04 10:03:00,user015,Web アクセス監視,https://chatgpt.com/chat,
2026-06-04 14:19:00,user015,Web アクセス監視,https://gigafile.nu/abc,
2026-06-04 13:42:00,user015,Web アクセス監視,https://chatgpt.com/chat,
2026-06-05 16:48:00,user001,Web アクセス監視,https://intranet.local/portal,
2026-06-05 13:32:00,user001,Web アクセス監視,https://chatgpt.com/chat,
2026-06-05 18:30:00,user002,Web アクセス監視,https://x.com/post,
2026-06-05 11:32:00,user002,Web アクセス監視,https://youtube.com/watch,
2026-06-05 09:13:00,user002,Web アクセス監視,https://x.com/post,
2026-06-05 15:00:00,user002,Web アクセス監視,https://www.google.com/search,
2026-06-05 11:05:00,user002,Web アクセス監視,https://amazon.co.jp/item,
2026-06-05 15:32:00,user003,Web アクセス監視,https://amazon.co.jp/item,
2026-06-05 09:47:00,user003,Web アクセス監視,https://gigafile.nu/abc,
2026-06-05 15:10:00,user004,Web アクセス監視,https://intranet.local/portal,
2026-06-05 10:57:00,user004,Web アクセス監視,https://amazon.co.jp/item,
2026-06-05 18:06:00,user004,Web アクセス監視,https://www.google.com/search,
2026-06-05 17:31:00,user004,Web アクセス監視,https://chatgpt.com/chat,
2026-06-05 12:55:00,user004,Web アクセス監視,https://intranet.local/portal,
2026-06-05 09:33:00,user005,Web アクセス監視,https://chatgpt.com/chat,
2026-06-05 13:08:00,user005,Web アクセス監視,https://gigafile.nu/abc,
2026-06-05 17:27:00,user005,Web アクセス監視,https://chatgpt.com/chat,
2026-06-05 18:15:00,user005,Web アクセス監視,https://x.com/post,
2026-06-05 12:40:00,user006,Web アクセス監視,https://x.com/post,
2026-06-05 10:16:00,user006,Web アクセス監視,https://www.google.com/search,
2026-06-05 17:33:00,user006,Web アクセス監視,https://chatgpt.com/chat,
2026-06-05 18:06:00,user006,Web アクセス監視,https://drive.google.com/file,
2026-06-05 08:09:00,user007,Web アクセス監視,https://drive.google.com/file,
2026-06-05 08:31:00,user007,Web アクセス監視,https://drive.google.com/file,
2026-06-05 11:27:00,user007,Web アクセス監視,https://chatgpt.com/chat,
2026-06-05 15:35:00,user008,Web アクセス監視,https://youtube.com/watch,
2026-06-05 10:45:00,user008,Web アクセス監視,https://www.google.com/search,
2026-06-05 13:00:00,user008,デバイス制御監視,,禁止
2026-06-05 17:01:00,user009,Web アクセス監視,https://www.google.com/search,
2026-06-05 10:37:00,user009,Web アクセス監視,https://amazon.co.jp/item,
2026-06-05 13:52:00,user009,Web アクセス監視,https://youtube.com/watch,
2026-06-05 17:43:00,user009,Web アクセス監視,https://amazon.co.jp/item,
2026-06-05 15:30:00,user009,Web アクセス監視,https://chatgpt.com/chat,
2026-06-05 10:08:00,user010,Web アクセス監視,https://gigafile.nu/abc,
2026-06-05 13:28:00,user010,Web アクセス監視,https://intranet.local/portal,
2026-06-05 12:31:00,user011,Web アクセス監視,https://youtube.com/watch,
2026-06-05 17:11:00,user011,Web アクセス監視,https://x.com/post,
2026-06-05 14:10:00,user011,Web アクセス監視,https://www.google.com/search,
2026-06-05 10:20:00,user012,Web アクセス監視,https://x.com/post,
2026-06-05 12:42:00,user012,Web アクセス監視,https://drive.google.com/file,
2026-06-05 15:12:00,user013,Web アクセス監視,https://gigafile.nu/abc,
2026-06-05 14:55:00,user013,Web アクセス監視,https://drive.google.com/file,
2026-06-05 15:20:00,user013,Web アクセス監視,https://www.google.com/search,
2026-06-05 11:17:00,user014,Web アクセス監視,https://intranet.local/portal,
2026-06-05 09:36:00,user014,Web アクセス監視,https://gigafile.nu/abc,
2026-06-05 08:24:00,user014,Web アクセス監視,https://gigafile.nu/abc,
2026-06-05 16:59:00,user014,Web アクセス監視,https://amazon.co.jp/item,
2026-06-05 11:37:00,user014,Web アクセス監視,https://www.google.com/search,
2026-06-05 17:02:00,user014,Web アクセス監視,https://youtube.com/watch,
2026-06-05 08:46:00,user015,Web アクセス監視,https://www.google.com/search,
2026-06-05 12:26:00,user015,Web アクセス監視,https://x.com/post,
2026-06-05 09:59:00,user015,Web アクセス監視,https://chatgpt.com/chat,
2026-06-05 13:28:00,user015,Web アクセス監視,https://www.google.com/search,
2026-06-06 12:02:00,user001,Web アクセス監視,https://gigafile.nu/abc,
2026-06-06 12:24:00,user001,Web アクセス監視,https://intranet.local/portal,
2026-06-06 18:25:00,user001,Web アクセス監視,https://intranet.local/portal,
2026-06-06 09:46:00,user002,Web アクセス監視,https://intranet.local/portal,
2026-06-06 15:03:00,user002,Web アクセス監視,https://amazon.co.jp/item,
2026-06-06 11:05:00,user002,Web アクセス監視,https://chatgpt.com/chat,
2026-06-06 16:14:00,user002,Web アクセス監視,https://intranet.local/portal,
2026-06-06 14:54:00,user002,Web アクセス監視,https://chatgpt.com/chat,
2026-06-06 09:11:00,user003,Web アクセス監視,https://www.google.com/search,
2026-06-06 17:26:00,user003,Web アクセス監視,https://gigafile.nu/abc,
2026-06-06 09:14:00,user003,Web アクセス監視,https://gigafile.nu/abc,
2026-06-06 17:09:00,user004,Web アクセス監視,https://youtube.com/watch,
2026-06-06 13:58:00,user004,Web アクセス監視,https://www.google.com/search,
2026-06-06 13:00:00,user004,デバイス制御監視,,禁止
2026-06-06 09:42:00,user005,Web アクセス監視,https://youtube.com/watch,
2026-06-06 17:50:00,user005,Web アクセス監視,https://intranet.local/portal,
2026-06-06 14:05:00,user005,Web アクセス監視,https://youtube.com/watch,
2026-06-06 11:37:00,user005,Web アクセス監視,https://x.com/post,
2026-06-06 09:13:00,user005,Web アクセス監視,https://www.google.com/search,
2026-06-06 08:15:00,user005,Web アクセス監視,https://x.com/post,
2026-06-06 15:16:00,user006,Web アクセス監視,https://chatgpt.com/chat,
2026-06-06 10:36:00,user006,Web アクセス監視,https://chatgpt.com/chat,
2026-06-06 17:15:00,user006,Web アクセス監視,https://www.google.com/search,
2026-06-06 10:42:00,user006,Web アクセス監視,https://youtube.com/watch,
2026-06-06 14:31:00,user006,Web アクセス監視,https://drive.google.com/file,
2026-06-06 09:07:00,user006,Web アクセス監視,https://youtube.com/watch,
2026-06-06 09:49:00,user007,Web アクセス監視,https://gigafile.nu/abc,
2026-06-06 14:02:00,user007,Web アクセス監視,https://amazon.co.jp/item,
2026-06-06 09:59:00,user007,Web アクセス監視,https://intranet.local/portal,
2026-06-06 18:16:00,user007,Web アクセス監視,https://www.google.com/search,
2026-06-06 08:41:00,user007,Web アクセス監視,https://gigafile.nu/abc,
2026-06-06 13:01:00,user007,Web アクセス監視,https://www.google.com/search,
2026-06-06 14:05:00,user008,Web アクセス監視,https://gigafile.nu/abc,
2026-06-06 16:33:00,user008,Web アクセス監視,https://gigafile.nu/abc,
2026-06-06 15:05:00,user008,Web アクセス監視,https://youtube.com/watch,
2026-06-06 17:13:00,user009,Web アクセス監視,https://intranet.local/portal,
2026-06-06 13:52:00,user009,Web アクセス監視,https://chatgpt.com/chat,
2026-06-06 11:20:00,user009,Web アクセス監視,https://drive.google.com/file,
2026-06-06 09:54:00,user009,Web アクセス監視,https://gigafile.nu/abc,
2026-06-06 17:20:00,user009,Web アクセス監視,https://youtube.com/watch,
2026-06-06 13:00:00,user009,デバイス制御監視,,禁止
2026-06-06 18:42:00,user010,Web アクセス監視,https://gigafile.nu/abc,
2026-06-06 17:43:00,user010,Web アクセス監視,https://x.com/post,
2026-06-06 16:12:00,user010,Web アクセス監視,https://drive.google.com/file,
2026-06-06 12:51:00,user010,Web アクセス監視,https://intranet.local/portal,
2026-06-06 12:47:00,user010,Web アクセス監視,https://gigafile.nu/abc,
2026-06-06 13:18:00,user010,Web アクセス監視,https://intranet.local/portal,
2026-06-06 16:33:00,user011,Web アクセス監視,https://www.google.com/search,
2026-06-06 13:45:00,user011,Web アクセス監視,https://amazon.co.jp/item,
2026-06-06 16:35:00,user011,Web アクセス監視,https://youtube.com/watch,
2026-06-06 13:02:00,user012,Web アクセス監視,https://youtube.com/watch,
2026-06-06 09:22:00,user012,Web アクセス監視,https://gigafile.nu/abc,
2026-06-06 18:46:00,user012,Web アクセス監視,https://www.google.com/search,
2026-06-06 09:42:00,user013,Web アクセス監視,https://chatgpt.com/chat,
2026-06-06 16:02:00,user013,Web アクセス監視,https://x.com/post,
2026-06-06 09:05:00,user013,Web アクセス監視,https://x.com/post,
2026-06-06 14:51:00,user013,Web アクセス監視,https://youtube.com/watch,
2026-06-06 12:27:00,user013,Web アクセス監視,https://www.google.com/search,
2026-06-06 13:19:00,user013,Web アクセス監視,https://gigafile.nu/abc,
